Категория,Анализ,Биоматериал,Цена,Описание,Время ожидания в днях
Другие,L-карнитин (свободный и общий) Метод ВЭЖХ-МС,3890,"Карнитин — витаминоподобное вещество, которое организм использует для переработки жиров и выработки энергии.
Анализ крови на L-карнитин назначается для определения концентрации данного вещества при диагностике первичного или вторичного дефицита, а также для оценки эффективности проводимой терапии.",7,Кровь
Другие,L-карнитин (свободный и общий) Метод ВЭЖХ-МС в моче,3890,"Карнитин — витаминоподобное вещество, которое организм использует для переработки жиров и выработки энергии.
Анализ мочи на L-карнитин назначается для определения концентрации данного вещества при диагностике первичного или вторичного дефицита, а также для оценки эффективности проводимой терапии.",7,Моча
Другие,LE-клетки,1790,"LE-клетки или клетки красной волчанки представляют собой нейтрофилы, которые содержат в себе ядра погибших клеток, прошедшие фагоцитоз, с прикрепившимися к ним антиядерными антителами.",1,Кровь
Другие,The Food Xplorer (FOX),21900,"Представляет собой полуколичественный диагностический тест in vitro для определения пищевой непереносимости, а именно специфического иммуноглобулина G (IgG) против 287 пищевых антигенов из 13 групп пищевых продуктов. Включая как основные пищевые продукты, так и новые разработки (ГМО и т.п.), CCD (перекрестно-реагирующие углеводороды) детерминанты. Показания:
- в случаях подозрения на иммунологически обусловленную пищевую непереносимость
- для уточнения диетического статуса и контроля за соблюдением режима питания
- синдром раздраженного кишечника и другие воспалительные заболевания кишечника
-депрессии и мигрени
Перед началом диеты по результатам FOX обязательно оценить результаты у врача, диетолога или нутрициолога.",5,Сыворотка крови
Другие,c100 Прилокаин & Цитанест IgG,890,"Количественное определение в крови специфических антител, иммуноглобулинов класса G, появляющихся при наличии аллергической реакции к Прилокаин & Цитанест",1,Кровь
Другие,c196 Эпинефрин /Epinefrine IgG,890,"Количественное определение в крови специфических антител, иммуноглобулинов класса G, появляющихся при наличии аллергической реакции к Эпинефрин /Epinefrine",1,Кровь
Другие,c68 Артикаин & Ультракаин /Articaine IgG,890,"Количественное определение в крови специфических антител, иммуноглобулинов класса G, появляющихся при наличии аллергической реакции к Артикаин & Ультракаин /Articaine",1,Кровь
Другие,c82 Лидокаин & Ксилокаин /Lidocaine & Xylocaine IgG,890,"Количественное определение в крови специфических антител, иммуноглобулинов класса G, появляющихся при наличии аллергической реакции к Лидокаин & Ксилокаин /Lidocaine & Xylocaine",1,Кровь
Другие,c83 Новокаин & Прокаин /Procaine IgG,890,"Количественное определение в крови специфических антител, иммуноглобулинов класса G, появляющихся при наличии аллергической реакции к Новокаин & Прокаин /Procaine",1,Кровь
Другие,c86 Бензокаин /Benzocaine IgG,890,"Количественное определение в крови специфических антител, иммуноглобулинов класса G, появляющихся при наличии аллергической реакции к Бензокаин /Benzocaine",1,Кровь
Другие,c88 Мепивакаин & Полокаин /Mepivacaine IgG,890,"Количественное определение в крови специфических антител, иммуноглобулинов класса G, появляющихся при наличии аллергической реакции к Мепивакаин & Полокаин /Mepivacaine",1,Кровь
Другие,c89 Бупивакаин & Анекаин & Маркаин /Bupivacaine IgG,890,"Количественное определение в крови специфических антител, иммуноглобулинов класса G, появляющихся при наличии аллергической реакции к Бупивакаин & Анекаин & Маркаин /Bupivacaine",1,Кровь
Другие,АДФ (индуцируемая агрегация тромбоцитов),790,"Анализ проводится для исследования тромбоцитарного звена свертывания крови. Агрегация – это способность тромбоцитов склеиваться между собой, образуя тромб. Индуктор агрегации – химическое вещество, которое провоцирует реакцию агрегации в условиях пробирки.",1,Кровь
Другие,"АТ к фосфатидилсерину, IgG",790,"Антитела IgG к фосфолипидам – это аутоиммунные антитела, действия которых направлено против основных компонентов клеточных мембран – фосфолипидов и, соответственно, против собственных клеток и тканей организма. Важный диагностический критерий антифосфолипидного синдрома, при котором поражаются сосуды головного мозга, сердца, почек, печени, надпочечников.",3,Сыворотка
Другие,"АТ к фосфатидилсерину, IgМ",890,"Антитела IgM к фосфолипидам – это аутоиммунные антитела (в острой форме), действия которых направлено против основных компонентов клеточных мембран – фосфолипидов и, соответственно, против собственных клеток и тканей организма. Важный диагностический критерий антифосфолипидного синдрома, при котором поражаются сосуды головного мозга, сердца, почек, печени, надпочечников.",3,Сыворотка
Другие,Аллергены домашних животных,990,"Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к домашним животным. В состав входит: Кошка (эпителий), IgE, Собака (эпителий), IgE",2,Сыворотка
Другие,Аллергены сорных трав,2490,"Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к сорным травам. В состав входит: Амброзия обыкновенная (Ambrosia elatior), IgE, Одуванчик (Taraxacum officinale), IgE, Полынь горькая (Artemisia absinthum), IgE, Полынь обыкновенная (Artemisia vulgaris), IgE",4,Сыворотка
Другие,Альфа-2-макроглобулин,590,"Определение концентрации альфа-2-макроглобулина в сыворотке крови, которое может быть использовано для диагностики фиброза печени.",1,Сыворотка
Другие,Альфа-фетопротеин,690,"Альфа-фетопротеин - это эмбриональный белок, который указывает на состояние плода во время беременности и является онкомаркером для взрослого человека.",3,Сыворотка
Другие,"Алюминий в волосах, спектрометрия",890,"Определение концентрации алюминия в волосах, используемое для диагностики хронического отравления этим металлом. Алюминий – самый распространенный в природе металл, проявляющий токсичность в отношении многих органов при его избыточном накоплении в организме. Алюминий в норме присутствует в организме человека в количестве около 30-50 мг. Наибольшая его концентрация (60 %) обнаруживается в костной ткани, 25 % – в легочной паренхиме, а на долю печени и головного мозга приходится 1-3 %. С возрастом концентрация алюминия увеличивается. Его роль в организме человека остается не до конца ясной.",5,Волосы
Другие,Анализ кала на кальпротектин,2190,"Кальпротектин – это белок, вырабатывающийся в лейкоцитах, его концентрация в кале прямо пропорционально числу лейкоцитов, попавших в кишечник. Определение количества кальпротектина в кале – исследование, позволяющее диагностировать воспалительные заболевания кишечника.",5,Кал
Другие,Антиген HBе вируса гепатита В,990,"HBeAg – ядерный 'е’-антиген вируса гепатита В
Антиген, находящийся в ядре вируса. Появляется в крови одновременно с HBsAg и сохраняется в течение 3-6 недель.",3,Сыворотка
Другие,Антиген СА 125,990,"СА 125 – это высокомолекулярный гликопротеин, который обнаруживается на опухолевых клетках эпителия яичников, а также в норме в клетках эндометрия, брюшины, плевры, перикарда и яичек. Высокая концентрация онкомаркера СА 125 II часто указывает на злокачественное новообразование яичников и реже некоторых других тканей. Само по себе наличие CA 125 не всегда указывает строго на онкологию яичников – незначительные количества CA 125 вырабатываются различными тканями организма, а также раковыми опухолями другой этиологии (эндометрия, желудочно-кишечного тракта, фаллопиевых труб, легких и желудочно-кишечного тракта).",1,Сыворотка
Другие,Антиген СА 72-4,1290,"Раковый антиген СА 72-4 – это высокомолекулярный муциноподобный гликопротеин, который вырабатывается во многих тканях плода и в норме практически не обнаруживается у взрослого человека. Производство СА 72-4 увеличивается практически у всех пациентов со злокачественными опухолями железистого генеза, особенно при раке желудка, муцинозном раке яичников. СА 72-4 продуцируется опухолевыми клетками и поступает в кровоток, что делает его эффективным маркером опухоли, позволяющим следить за течением заболевания.",5,Сыворотка
Другие,"Антигены системы гистосовместимости HLA II класс, генотипирование (локусы DRB1, DQA1, DQB1)",4990,"HLA-антигены класса II кодируются генами локусов DRB1, DQA1, DQB1. Они располагаются в основном на мембранах иммунных клеток. Гены этого класса контролируют силу иммунного ответа. Сходство супругов по HLA-антигенам может быть причиной иммунной формы бесплодия и невынашивания беременности.",10,Кровь
Другие,"Антигрупповые антитела к эритроцитами мужа (группа крови мужа, антитела к эритроцитам мужа)",890,"Исследование, которое помогает выявить антитела, продуцируемые иммунной системой организма против чужеродных эритроцитов. Они могут попасть в кровоток от плода, унаследовавшего от отца группу крови, беременной женщине.",3,Кровь
Другие,"Антинуклеарные антитела, иммуноблот",2590,"Специфичные аутоантитела к различным компонентам клеточного ядра, которые образуются при некоторых тяжелых аутоиммунных патологиях и имеют большое значение в диагностике системных ревматических заболеваний.",10,Сыворотка
Другие,Антиовариальные антитела,1290,"Маркёр потенциального аутоиммунного поражения яичника. Тест направлен на выявление антиовариальных аутоантител, которые могут оказывать негативное влияние на эндокринную и генеративную функцию яичников - изменять их способность продуцировать стероидные гормоны в ответ на стимуляцию, нарушать процесс созревания фолликулов, инициировать их деструкцию, оказывать влияние на процесс взаимодействия яйцеклетки со сперматозоидом.",17,Сыворотка
Другие,"Антитела IgG к анатоксину столбнячному (Anatoxinum tetanicum), колич",990,"Исследование для выявления специфических антител класса G к анатоксину столбнячному, которые являются маркёром текующей или перенесённой инфекции.",7,Кровь
Другие,Антитела IgG к лейшмании (Anti-Leishmania spp. IgG),1190,"Исследование для выявления специфических антител класса G к лейшмании, которые являются маркёром текующей или перенесённой инфекции.",7,Кровь
Другие,Антитела IgG к протромбину,690,"Исследование антител класса IgG к протромбину используют для определения антифосфолипидного синдрома. Антитела к протромбину (фактору II системы свертывания крови) относятся к семейству антифосфолипидных антител – обширной и гетерогенной группе антител, направленных против фосфолипидов и их белковых кофакторов, ассоциированных с антифосфолипидным синдромом (АФС).",3,Кровь
Другие,Антитела IgM к протромбину,690,"Исследование антител класса IgM к протромбину используют для определения антифосфолипидного синдрома. Антитела к протромбину (фактору II системы свертывания крови) относятся к семейству антифосфолипидных антител – обширной и гетерогенной группе антител, направленных против фосфолипидов и их белковых кофакторов, ассоциированных с антифосфолипидным синдромом (АФС).",3,Кровь
Другие,"Антитела к вирусу кори (Measles Virus) IgM, кач",590,"Исследование для выявления специфических антител класса M к вирусу кори, которые являются маркером текущей инфекции.",2,Кровь
Другие,Антитела к лимфоцитам IgG,2990,"Антилимфоцитарные IgG – аутоантитела, направленные против лимфоцитов, которые могут участвовать в развитии лимфопении и изменении функциональных свойств лимфоцитов. Липфопения часто встречается при системной красной волчанке.",7,Кровь
Другие,"Антитела к микоплазме (Mycoplasma hominis), IgM",690,"Исследование, направленное на выявление специфических антител класса IgM к возбудителю урогенитального микоплазмоза (Mycoplasma hominis) для диагностики острого и текущего инфицирования.",2,Сыворотка
Другие,Антитела к микросомальной фракции тироцитов (АТ-МАГ),890,"Исследование, позволяющее выявить аутоиммунную патологию щитовидной железы или определить риск ее возникновения.",5,Сыворотка
Другие,Антитела к резус-фактору,890,"Анализ определяет наличие антител к резус-фактору — белку эритроцитов человека. Антитела к резус-фактору появляются при переливании крови от резус-положительного донора резус-отрицательному реципиенту (что недопустимо по правилам переливания крови в современных условиях), и при беременности у резус-отрицательной женщины.",3,Кровь
Другие,"Антитела к уреаплазме (Ureaplasma urealyticum), IgМ",590,"Определение антител класса IgM к Ureaplasma urealyticum, что может свидетельствовать об остром периоде инфицирования. 
Уреаплазмоз - это инфекционное заболевание. Вызывается уреаплазмой и передается половым путём. Уреаплазма — это микроорганизм, который иногда рассматривают как своеобразную переходную ступень от вирусов к бактериям, поскольку он не имеет ни ДНК, ни клеточной оболочки.
Уреаплазмы относятся к условно - патогенным микроорганизмам. Это значит, что они могут присутствовать в определенном количестве в микрофлоре мочеполового тракта. У здоровых людей никак не проявляются.",2,Сыворотка
Другие,Антитромбин III,590,"Антитромбин III – специфический белок системы свертывания крови. Основной его функцией является инактивация нескольких основных факторов свертывания, в том числе тромбина, и недопущение повышенного образования кровяных сгустков (тромбов).",1,Кровь с цитратом
Другие,"Барий в волосах, спектрометрия",890,"Определение концентрации бария в волосах, используемое для диагностики хронической интоксикации этим металлом.",5,Волосы
Другие,"Барий в моче, спектрометрия",890,"Исследование концентрации бария в моче – анализ, применяемый для мониторинга терапии данным препаратом, выявления причины побочных эффектов, а также диагностики отравлений.",5,Суточная моча
Другие,"Бериллий в волосах, спектрометрия",890,"Определение концентрации бериллия в волосах, используемое для диагностики хронической интоксикации этим металлом.",5,Волосы
Другие,"Бериллий в моче, спектрометрия",890,"Исследование концентрации бериллия в моче – анализ, применяемый для мониторинга терапии данным препаратом, выявления причины побочных эффектов, а также диагностики отравлений.",5,Суточная моча
Другие,Бета2-микроглобулин,1490,"Бета-2-микроглобулин является белком, который находится на поверхности практически всех клеток организма. Он присутствует в большинстве физиологических жидкостей. Его содержание в крови увеличивается при раковых заболеваниях, таких как миелома, лейкемия и лимфома, а также при воспалительных процессах.",7,Сыворотка
Другие,"Бор в волосах, спектрометрия",890,"Определение концентрации бора в волосах, используемое для диагностики хронической интоксикации бором. Бор – это металлоид, который в следовых количествах присутствует в организме человека. Бор не является эссенциальным, то есть жизненно необходимым элементом, а его биологическая роль до конца не ясна. Возможно, он участвует в формировании кости, а также необходим для нормального функционирования надпочечников.",5,Волосы
Другие,Бытовые аллергены,1290,"Количественное определение в крови специфических антител, иммуноглобулинов класса E, появляющихся при наличии аллергической реакции к домашней пыли, Клещу-дерматофагу мучному (Dermatophagoides farinae),  Клещу-дерматофагу перинному (Dermatophagoides pteronyssinus)",2,Сыворотка
Другие,"Вредные привычки (комплексно в моче): алкоголь, никотин, психотропные и наркотические вещества, психоактивные лекарственные вещества (метод ГХ-МС)",5490,"Исследование включает определение в моче: никотина, алкоголя, декстрометорфана, тарена, кетамина, каннабиоидов, героина, ДОБ, ЛСД, Кодеина, Фенциклидина, Котинина. Это может потребоваться для оценки состояния пациента с последующим назначением лечения.",3,Моча
Другие,"Германий в волосах, спектрометрия",890,"Определение концентрации германий в волосах, используемое для диагностики хронической интоксикации этим металлом.",5,Волосы
Другие,"Германий в моче, спектрометрия",890,"Исследование концентрации германия в моче – анализ, применяемый для мониторинга терапии данным препаратом, выявления причины побочных эффектов, а также диагностики отравлений.",5,Суточная моча
Другие,Герпесвирусная инфекция (комплекс),2990,"В состав комплекса входит: АТ к вирусу ветряной оспы IgG; АТ к вирусу ветряной оспы IgM; АТ к вирусу герпеса I типа IgG; АТ к вирусу герпеса I, II типов IgM; АТ к вирусу герпеса II типа IgG; АТ к капсидному белку вируса Эпштейн-Барр IgG; АТ к капсидному белку вируса Эпштейн-Барр IgM; АТ к ранним белкам вируса Эпштейн-Барр IgG; АТ к ядерному антигену вируса Эпштейн-Барр IgG.",5,Кровь
Другие,Гистамин (кровь),2990,"Гистамин относится к биогенным аминам. Он отвечает за развитие аллергических реакций I типа, а также является медиатором воспалительных процессов. Концентрация гистамина в крови является показателем клинических форм мастоцитоза, что выступает маркером миелопролиферативных заболеваний при концентрации тучных клеток.",5,Кровь
Другие,Гистамин в суточной моче,2690,"Гистамин относится к биогенным аминам, содержащимся в лейкоцитах и тучных клетках. При отсутствии патологий в организме вещество неактивно. При ухудшении состояния гистамин высвобождается, что может приводить к застою крови в капиллярах, спазмам мышц, сгущению крови, отечности тканей, повышению артериального давления, аллергии, злокачественным опухолям желудочно-кишечного тракта. Анализ на гистамины проводится по направлению лечащего врача.",5,Суточная моча
Другие,Группа крови + Резус-фактор,790,"Комплексное исследование, позволяющее оценить принадлежность крови пациента к одной из групп по системе ABO и определить наличие/отсутствие Rh-антигена.",1,Кровь с EDTA
Другие,Д-димер,1590,"D-димер – это белковый фрагмент, который образуется при растворении кровяного сгустка, возникающего при свертывании крови. Он является маркером тромбообразования, так как при этом процессе вместе с возникновением тромбов запускается и их растворение с образованием D-димеров.",1,Кровь с цитратом
Другие,ДНК аденовирусов группы F (кал),590,"Исследование, в ходе которого с помощью метода полимеразной цепной реакции определяется генетический материал (ДНК) аденовируса в биоматериале. Направлено на диагностику различных клинических форм аденовирусной инфекции.",2,Кал
Другие,ДНК вируса Варицелла-Зостер,690,"Молекулярно-генетическое исследование, позволяющее выявить ДНК возбудителя опоясывающего лишая и ветряной оспы – вируса Varicella Zoster в биоматериале.",2,Кровь с EDTA и разделительным гелем
Другие,ДНК вируса Эпштейна-Барр,590,"Молекулярно-генетическое исследование, позволяющее выявить в крови ДНК возбудителя инфекционного мононуклеоза – вируса Эпштейна – Барр.",2,Кровь с EDTA и разделительным гелем
Другие,"ДНК вируса Эпштейна-Барр, колич",790,"Комплексное исследование, направленное на обнаружение генетического материала (ДНК) цитомегаловируса, вирус Эпштейна – Барр методом полимеразной цепной реакции в режиме реального времени.",2,Кровь с EDTA и разделительным гелем
Другие,ДНК вируса гепатита B,1190,"ДНК вируса гепатита B - это исследование для индикации HBV ДНК также позволяет диагностировать гепатит, вызванный мутантными штаммами HBV, при которых не выявляются другие маркеры.",3,Кровь с EDTA и разделительным гелем
Другие,"ДНК вируса гепатита B, колич",2990,"ДНК вируса гепатита B, количественно - это исследование для выявления возбудителя гепатита B (HBV), в ходе которого с помощью метода полимеразной цепной реакции в реальном времени (РТ-ПЦР) определяется наличие генетического материала (ДНК) вируса и его количество (вирусная нагрузка) в образце крови.",3,Кровь с EDTA и разделительным гелем
Другие,ДНК вируса герпеса VI типа,590,"Вирус герпеса типа 6 представляет собой ДНК-содержащий вирус, относящийся к семейству гер-песвирусов. Вирус герпеса типа 6 имеет биологическое и генетическое сродство с цитомегаловирусом. Выделяют два подтипа вируса: подтип В вызывает розеолу, лихорадку без сыпи, фебрильные судороги и менингит у детей; подтип А связывают с синдромом хронической усталости, рассеянным склерозом и прогрессированием ВИЧ-инфекции.",2,Кровь с EDTA и разделительным гелем
Другие,"ДНК вируса простого герпеса I, II типа",590,"Вирус простого герпеса 1 главным образом передается при оральном контакте, вызывая инфицирование внутри или вокруг рта (оральный герпес), а вирус простого герпеса 2 передается почти исключительно половым путем и проявляется в генитальной или анальной области (генитальный герпес). С помощью данногго теста определяется генетический материал (ДНК) вируса простого герпеса.",2,Кровь с EDTA и разделительным гелем
Другие,ДНК микобактерии туберкулеза (Mycobacterium tuberculosis),690,"Туберкулез – инфекционное заболевание человека и животных, передающееся преимущественно воздушно-капельным путем. Риск заразиться повышает подавление иммунитета, вызванное ВИЧ/СПИДом, диабетом, заболеванием почек, трансплантацией органов и применением иммуносупрессоров, беременностью, старением.",2,Кровь с EDTA и разделительным гелем
Другие,ДНК пиогенного стрептококка (Streptococcus pyogenes),290,"Исследование для выявления возбудителя стрептококковой инфекции (Streptococcus pyogenes), в ходе которого с помощью метода полимеразной цепной реакции в реальном времени определяется генетический материал (ДНК) стрептококка в образце биоматериала. 
S. pyogenes – является возбудителем острого фарингита, пневмонии, сепсиса.",2,"Мазок из носа, Мазок из зева"
Другие,ДНК токсоплазмы (Toxoplasma gondii),790,"Токсоплазма гондии – это одноклеточный паразитарный микроорганизм, который обнаруживается в земле и в организме некоторых животных и способен вызывать инфекционное заболевание токсоплазмоз.",2,Кровь с EDTA и разделительным гелем
Другие,ДНК цитомегаловируса,590,"ДНК цитомегаловируса - выявление возбудителя цитомегаловирусной инфекции (Cytomegalovirus), в ходе которого определяется генетический материал (ДНК) цитомегаловируса.",2,Кровь с EDTA и разделительным гелем
Другие,"ДНК цитомегаловируса, количественно",690,"ДНК цитомегаловируса, количественно - исследование, направленное на обнаружение генетического материала (ДНК) возбудителя цитомегаловирусной инфекции, Cytomegalovirus, методом полимеразной цепной реакции в режиме реального времени.",2,Кровь с EDTA и разделительным гелем
Другие,Диагностика саркоидоза,1790,"Диагностика саркоидоза - это исследование, направленное на определение активности особого фермента крови - АПФ - который в основном применяется для оценки активности течения и диагностики саркоидоза.",7,Сыворотка
Другие,Диагностика синдрома Жильбера,4490,"Синдром Жильбера – это наследственное заболевание, проявляющееся эпизодами желтухи и повышением уровня неконъюгированного (свободного, непрямого) билирубина в сыворотке крови. Его распространенность составляет около 5 %.",10,Кровь с EDTA
Другие,"Железо в волосах, спектрометрия",890,"Определение концентрации железа в волосах, которое может быть использовано для диагностики гемохроматоза и железодефицитной анемии.",5,Волосы
Другие,Золото,990,Золото – это инертный металл. В организме человека содержится в очень небольших количествах (менее 10 мг) и жизненно важной роли в функционировании органов и систем не играет.,5,Кровь
Другие,Индекс ROMA (Risk of Ovarian Malignancy Algorithm),1990,"Расчет индекса ROMA на основании онкомаркеров CA-125 и HE4, а также с учетом менопаузального статуса, позволяет оценить риски эпителиального рака яичников у женщин с образованиями в малом тазу.",5,Сыворотка
Другие,"Инсулин бычий, IgE",890,"Количественное определение в крови специфических антител, иммуноглобулинов класса Е, появляющихся при наличии аллергической реакции к инсулину бычьему.",4,Сыворотка
Другие,"Инсулин свиной, IgE",890,"Количественное определение в крови специфических антител, иммуноглобулинов класса Е, появляющихся при наличии аллергической реакции к инсулину свиному.",4,Сыворотка
Другие,Интерфероновый статус,3000,"Интерфероновый статус (ИФН-статус) – cовокупность ряда показателей, характеризующих состояние системы врожденного (неспецифического) иммунитета – системы интерферона (системы ИФН).  В комплекс входит определение: сывороточного интерферона; спонтанного интерферона; интерферона-α (альфа); интерферона-γ (гамма).
Важно! Данный клмплекс можно сдать только с понелельника по среду.",14,Кровь
Другие,Исследование кала на простейшие и яйца гельминтов методом обогащения (PARASEP),890,"Исследование направлено на выявление паразитов, обитающих в желудочно-кишечном тракте человека. Данное исследование позволяет выявить яйца гельминтов, цисты и ооцисты простейших. 

Для окончательной верификации диагноза проводится трехкратное исследование кала, с интервалами до нескольких дней.",1,Кал
Другие,Исследование кариотипа (кариотипирование),7590,"Кариотипирование – цитогенетический метод исследования хромосомного набора человека, позволяющий выявить его структурные и численные отклонения. С помощью этого исследования можно диагностировать сбалансированные отклонения в структуре хромосом, которые проявляются в репродуктивном возрасте.",14,Кровь с гепарином
Другие,Исследование соскоба на энтеробиоз,590,"Соскоб на энтеробиоз - это стандартный тест для диагностики инвазии острицами. Энтеробиоз - заболевание, встречающееся только у людей и вызываемое острицами (Enterobius fermicularis). Наиболее характерные признаки инвазии - ночной зуд в области заднего прохода и признаки дискомфорта желудочно- кишечного тракта. Этот тест не заменяет анализа кала на яйца глист, так как оба этих лабораторных анализа предназначены для выявления разных видов гельминтов.
Для взрослых исключительно самозабор (специальные наборы можно приобрести в аптеке - липкий шпатель и контейнер). Для детей возможен выезд медсестры. Соскоб лучше всего производить в утреннее время.",1,Соскоб
